,rate
7749,3.0
53124,5.0
5208,4.5
35285,4.0
27388,3.0
56654,4.0
33617,3.5
51853,3.0
5154,3.0
21821,5.0
40059,5.0
53688,5.0
30194,4.0
27421,4.0
45045,5.0
40888,4.0
45707,3.0
38442,4.0
50653,3.0
19814,3.0
28638,2.0
33066,5.0
56416,3.0
23681,3.0
26942,4.0
16744,4.0
3080,4.0
55898,4.0
27773,4.0
11371,4.0
11383,4.5
16043,4.0
578,4.0
39511,5.0
21562,1.5
5595,5.0
50946,3.0
10566,4.0
2183,4.5
17039,2.0
35921,4.0
44042,4.0
24683,5.0
24222,3.5
48157,4.0
21398,1.0
45248,2.0
46018,4.0
56574,3.5
32947,4.0
12053,3.5
11891,4.0
39484,4.5
30261,4.0
11607,4.0
2332,4.0
33949,3.0
55821,2.5
58990,2.0
35958,4.5
59703,3.0
40293,5.0
9234,3.0
28714,4.5
31463,3.0
59304,4.5
45900,2.0
48061,2.0
38008,3.0
30284,3.5
18825,4.0
48102,4.5
51435,2.0
52295,3.5
51056,3.0
57969,1.5
32291,5.0
56793,1.0
36194,2.0
28947,1.0
40807,2.0
10793,3.0
20909,5.0
38074,4.5
40649,5.0
41187,4.0
23022,4.0
48956,4.0
52981,4.0
6590,3.5
11222,3.0
21356,3.0
4302,2.5
13020,3.5
42555,5.0
43237,5.0
3435,3.5
39368,3.5
55392,4.0
45892,5.0
50407,1.0
59849,3.0
5870,5.0
39192,3.0
32951,1.0
34447,3.0
11021,2.0
16426,3.5
558,3.0
36956,3.5
611,5.0
19666,4.0
40970,4.0
23469,4.5
50113,4.0
2479,4.0
50619,4.0
12034,1.0
45502,4.5
52008,5.0
23187,4.0
30752,4.0
50536,4.0
29702,3.0
47410,3.0
56436,4.0
58703,4.0
39658,4.0
16762,4.0
33114,2.0
32338,5.0
59241,3.0
8143,5.0
10537,4.0
14664,4.0
1833,2.5
46777,3.0
42158,3.0
28555,5.0
22853,4.0
13856,5.0
42611,3.0
56264,4.0
55596,4.5
40027,3.5
7725,4.0
31478,3.5
30389,3.5
5663,3.0
5488,4.0
3375,3.0
58220,4.0
8680,3.5
1593,3.0
39915,4.0
53958,2.0
39953,3.0
18364,5.0
6350,4.0
28748,3.0
10684,1.0
13533,1.0
4228,4.0
9412,3.0
12813,4.0
24426,3.5
22837,1.0
3707,4.0
26663,3.5
35479,2.5
59455,4.0
20295,4.0
55793,1.0
5100,3.0
44385,4.0
3300,1.0
14619,4.5
22140,2.0
1499,4.5
58211,4.0
53327,3.0
32769,0.5
18662,5.0
43130,3.5
10815,3.0
43324,3.0
37780,2.0
30337,5.0
9733,4.0
41058,5.0
19940,2.0
40509,4.5
23900,3.0
70,3.5
19471,3.5
48756,5.0
48433,2.5
2874,4.0
43624,3.0
54183,2.0
55863,5.0
33862,3.0
35992,3.5
4065,3.0
3825,2.5
10698,1.0
48382,4.0
59046,1.0
38764,4.0
6014,2.0
41970,2.0
31052,1.5
7934,2.0
15335,4.0
28692,3.0
55484,4.0
37673,4.0
11096,3.0
21205,5.0
1988,1.0
43092,3.0
41457,4.5
5821,2.5
28347,1.0
33610,2.0
30157,5.0
4531,4.5
47604,1.5
56188,2.5
6515,5.0
42367,4.0
42342,4.0
47281,4.0
51111,2.0
21291,3.0
56132,3.5
17144,2.0
120,4.5
48180,4.5
54953,3.0
31039,2.5
12664,4.0
2122,3.0
55072,1.0
34238,3.0
2458,4.0
380,3.0
19487,3.0
13568,5.0
7163,3.0
39279,1.0
50230,2.0
54346,3.5
33338,5.0
54164,4.0
27754,2.0
37463,4.0
41737,2.0
27498,5.0
3700,3.5
34741,5.0
17082,4.0
1423,4.0
33648,4.5
36581,0.5
37114,3.0
27652,3.0
17852,4.0
44993,2.0
792,3.0
8911,4.0
45035,5.0
55869,3.5
291,5.0
8,3.5
39798,2.0
12130,4.0
27822,4.0
56656,2.5
14184,2.0
49361,3.5
12694,3.5
28556,3.0
14736,4.0
58916,3.0
15457,3.0
28839,4.0
17061,3.5
19573,4.0
35341,3.0
53736,3.0
29807,1.0
7095,2.0
49160,5.0
55482,5.0
51607,3.0
9117,5.0
48663,3.5
15947,4.5
38120,5.0
10002,4.0
17245,3.5
30467,3.0
11729,3.0
25708,4.0
33523,1.0
43329,2.0
17595,1.0
4776,5.0
54004,3.0
53952,2.5
3188,5.0
9077,5.0
6188,5.0
5970,5.0
2243,3.0
54536,4.0
4749,4.0
49579,4.0
15691,1.0
32481,4.0
10653,4.0
31444,3.0
57361,4.0
44792,5.0
23539,4.0
23403,4.5
29706,4.0
4441,4.0
58723,5.0
49329,3.0
24926,3.0
51251,3.5
18167,5.0
5491,3.0
18298,3.0
35853,5.0
45868,3.0
58829,4.0
11042,4.0
40498,3.5
41492,5.0
3985,3.0
45453,3.5
21027,3.0
44560,2.0
48658,2.5
56879,3.5
47633,2.0
44972,5.0
41559,3.5
45402,4.5
1555,3.5
52977,4.0
4478,5.0
50983,4.5
42336,4.0
52650,5.0
44836,4.5
23605,4.0
12060,4.5
50311,4.0
31813,2.0
55565,4.5
6132,4.0
9267,5.0
36000,3.0
15177,4.0
36542,2.0
24303,3.0
59644,1.0
41672,3.0
26372,3.5
34256,4.5
48037,2.5
58810,4.0
5348,4.0
24636,3.0
50606,5.0
39814,4.0
22761,4.0
52804,3.0
50468,2.5
29707,5.0
37568,4.0
18467,1.5
8004,4.0
59215,3.5
22656,5.0
49014,3.0
10282,3.5
56306,3.0
39608,1.0
14610,3.0
32153,2.0
3212,3.0
8170,5.0
532,3.0
7824,4.0
28096,2.0
46184,5.0
51180,4.0
2500,5.0
29600,2.0
49811,4.5
48969,4.5
14172,4.0
10003,3.0
23936,2.0
36512,3.0
57484,5.0
43238,3.0
13732,4.0
44303,4.0
45602,5.0
9937,3.5
20265,3.0
40476,4.0
35141,2.0
2529,4.0
3127,3.0
29784,3.5
28591,3.5
34216,1.5
18647,2.5
9125,4.0
31047,5.0
49887,4.0
9911,3.0
32655,3.0
25112,2.5
33354,4.0
58047,3.0
23485,3.5
28572,4.0
49913,4.0
36854,1.0
24942,3.5
13993,4.0
27449,1.5
17269,4.0
2375,4.0
22318,5.0
27304,4.0
51576,3.0
53513,2.5
4467,5.0
38652,4.0
32656,4.0
2196,3.5
7354,5.0
18592,3.5
35858,4.0
7062,3.5
29778,3.5
58876,4.0
6018,1.0
10769,4.0
15516,5.0
40973,4.5
1887,3.0
46554,3.0
46541,3.5
16060,4.0
42692,5.0
30780,4.0
14905,1.5
53648,4.0
18743,4.5
17232,4.0
22279,4.0
389,4.0
13096,3.5
25015,5.0
12396,3.0
20241,4.5
45236,4.5
5460,4.0
10268,3.0
30734,3.5
39795,5.0
7173,3.0
50853,4.0
10495,1.5
54369,5.0
6017,2.0
16277,3.0
33743,4.5
8356,4.0
36599,4.0
49154,4.5
21995,3.0
40881,3.0
8781,1.0
15469,3.5
5311,3.0
27462,5.0
48609,4.5
54003,4.5
22416,5.0
55227,5.0
682,3.0
34429,2.0
59523,1.5
47852,4.0
55025,2.0
10688,4.0
36254,3.0
54733,3.0
54385,3.0
18986,3.0
9166,5.0
29372,3.0
55175,5.0
13992,4.0
55916,5.0
57280,3.0
4690,3.0
22255,4.0
11423,3.0
52455,2.0
4869,2.5
51261,5.0
36903,2.5
17362,3.0
46671,1.0
18796,5.0
45673,3.0
18745,3.0
27583,4.0
25675,5.0
17946,1.5
24071,2.0
8974,3.5
46509,2.0
14415,2.5
23256,4.5
50453,1.0
20671,4.5
41613,4.0
44339,2.0
44202,5.0
18912,4.0
17798,4.0
2131,4.0
7791,3.5
11677,3.0
6,4.0
30748,3.0
28429,4.0
17223,4.5
21530,4.0
21009,3.0
29070,5.0
29619,3.0
57872,4.0
57262,3.0
14690,3.0
6966,4.5
5438,4.0
53527,3.0
16308,4.0
24234,4.0
3959,1.5
32441,3.0
35877,3.5
45282,5.0
8110,3.5
58861,4.0
52571,3.5
20130,4.0
39760,3.0
18589,3.0
42668,2.0
16750,2.0
6271,2.5
19122,4.0
57614,4.0
13154,3.0
34745,3.5
30557,2.5
40306,4.0
25281,3.0
8177,4.5
59801,3.0
24264,2.5
36349,3.5
9735,4.5
32337,5.0
6253,3.0
18017,3.5
45577,5.0
48653,4.5
44470,4.5
1297,5.0
18482,5.0
33579,4.5
25851,2.0
16549,3.0
46314,3.5
40951,1.5
5336,3.0
12680,4.0
4807,3.0
30413,3.0
41497,0.5
45623,4.0
10809,3.0
36314,4.0
42087,3.0
44273,4.0
31435,5.0
20851,5.0
53757,4.0
17125,5.0
9085,3.0
26836,4.0
53834,4.0
52992,3.0
44419,4.0
48823,5.0
25394,5.0
18576,4.0
55173,2.0
25111,5.0
6432,3.0
41268,2.0
55727,4.0
22444,3.5
51921,3.5
56032,4.0
48899,3.0
20488,4.0
7753,3.5
17820,3.5
20370,4.5
17135,3.5
29230,4.5
6120,2.0
46391,3.5
35222,3.0
7582,4.0
18093,4.0
29836,3.5
38344,4.0
28440,3.0
49454,5.0
57088,1.0
11329,5.0
48336,5.0
56303,4.5
4703,3.5
52365,3.0
14269,4.0
4271,4.0
42204,3.5
25859,4.0
9951,3.0
45490,3.0
49626,4.5
40524,4.0
5852,4.5
48671,3.5
29584,4.0
4145,4.5
56774,2.0
39606,3.0
4563,5.0
37555,4.0
31860,4.0
45297,3.0
48069,3.0
12688,3.5
10474,3.0
20080,3.0
18970,4.5
8816,3.0
7765,2.5
21990,4.5
10647,1.0
885,4.0
38155,3.0
57639,3.5
57440,4.0
3388,3.5
11574,4.5
10904,3.0
47579,2.0
21859,3.5
11444,3.0
22763,4.0
9573,3.0
49907,4.0
36920,4.5
9575,3.5
37259,5.0
23120,5.0
8129,3.5
206,3.0
57923,2.0
5889,3.0
16675,4.5
39299,4.0
58869,4.0
39995,4.0
19070,5.0
3416,4.0
19725,3.5
6452,4.0
39978,4.0
20583,4.0
56966,4.5
20930,5.0
24174,1.5
35159,2.0
17960,3.0
51005,2.0
6713,4.0
34262,4.0
12798,4.0
7013,3.5
27185,2.0
56064,3.5
8493,3.5
27300,3.5
9340,1.0
17176,3.0
31547,2.0
51219,3.5
1726,3.0
10679,3.5
14137,5.0
43103,4.0
13459,5.0
20687,2.5
57385,3.0
32767,2.5
45518,4.0
30489,3.0
21238,1.0
55621,4.0
30075,4.0
47394,4.0
32532,4.0
43633,4.0
13211,3.5
6916,3.5
13909,3.0
18641,1.0
24178,4.0
3797,5.0
2911,4.0
58448,4.0
3374,1.5
25732,4.0
31764,4.5
12734,4.0
7646,3.5
40317,5.0
27348,1.5
33840,4.0
3338,4.0
32121,3.0
10735,4.0
46241,3.0
54938,4.0
19674,3.0
34562,4.5
26231,3.0
58337,3.5
37353,4.0
58661,3.0
1784,4.0
19821,3.5
31870,4.0
49780,4.5
6311,4.0
29905,4.0
29229,3.0
4632,4.0
117,3.5
32414,5.0
41240,1.0
18485,3.5
13605,3.0
22598,4.0
35228,2.5
56140,5.0
49548,2.5
46767,5.0
33783,3.0
7046,3.5
52246,4.0
59873,4.0
5574,4.0
11058,2.0
43123,3.0
49693,1.0
59591,4.0
57324,4.0
53065,5.0
24922,4.0
35270,2.5
43512,4.0
21032,4.0
23581,3.0
48036,4.0
52337,4.5
48375,4.5
51074,3.0
49680,3.5
13885,3.0
41252,5.0
54460,4.5
21935,2.5
39406,4.5
47570,4.0
26151,4.0
8041,4.0
7562,3.5
25945,4.0
21588,4.0
53650,4.0
52783,2.5
33962,3.5
23568,5.0
56616,2.0
22551,4.0
48044,5.0
25917,5.0
24282,3.5
47471,4.0
1510,3.0
24809,2.0
33057,2.5
34034,3.5
38119,3.5
17438,3.0
20270,3.5
3155,5.0
3395,2.0
32923,2.5
10686,2.0
7945,4.0
31257,3.0
52797,4.0
16452,4.0
49252,3.0
19222,5.0
29006,4.0
49836,5.0
8473,3.0
50083,3.0
25604,3.0
26537,4.0
59908,4.0
39553,4.0
59852,3.5
3935,4.0
997,4.5
40417,2.0
14600,5.0
28601,5.0
45901,5.0
51160,4.5
54353,3.0
52014,4.0
52503,2.5
56975,4.0
9226,0.5
38654,3.0
10011,3.0
14803,5.0
32678,3.0
39200,3.0
12072,3.5
54284,4.5
51996,2.0
18673,3.0
28522,3.0
27947,4.5
12351,5.0
58194,5.0
56095,4.0
46025,4.5
16655,4.0
31194,3.0
45617,4.5
20377,3.5
21521,4.0
57457,3.0
13833,2.0
30333,5.0
5555,4.0
46579,4.0
15198,4.0
1160,4.0
21662,1.5
11245,1.5
6846,3.5
50023,3.5
31796,2.0
25629,3.0
39180,3.0
16296,3.0
49613,3.0
1245,4.0
49889,3.5
28082,5.0
19236,2.5
8218,1.0
49056,1.0
34502,4.5
56607,4.0
23499,2.0
21778,5.0
33330,4.0
55672,4.0
31170,5.0
55866,2.0
33768,3.0
14232,5.0
53496,3.5
53829,2.5
41651,4.0
34854,4.0
56709,5.0
1080,4.0
34730,4.0
9774,2.5
5517,4.0
6825,3.0
18402,3.0
14300,4.0
42964,1.0
46728,1.0
19888,1.5
50024,3.5
31407,4.0
34969,3.0
43506,4.0
36643,3.0
23061,4.5
17422,5.0
7174,4.0
56823,5.0
8798,3.0
17207,3.0
52567,5.0
54718,2.5
32587,5.0
44069,1.0
31294,2.0
57581,5.0
10160,3.5
1763,3.0
51045,3.0
8668,4.0
1010,5.0
1267,2.5
42497,5.0
6341,4.0
38290,3.0
23744,3.5
21964,3.0
48684,3.0
57113,1.5
14715,3.5
11174,4.5
9198,5.0
28411,4.0
12665,4.0
24927,2.5
51518,5.0
59537,5.0
37342,4.0
24352,4.0
28701,3.0
47482,3.0
57374,3.0
39258,4.0
39136,2.5
33445,4.0
50873,3.5
855,4.5
33447,4.5
58256,5.0
35249,2.0
5006,4.0
4972,5.0
16976,4.0
16176,4.0
54210,4.0
48024,2.5
10578,4.0
2996,4.0
53334,3.0
58306,1.5
4067,3.0
26436,1.0
54063,2.0
22388,4.5
15435,1.0
43552,3.5
26496,3.5
50508,3.0
12961,3.0
21190,3.0
25652,4.0
11841,4.5
36982,4.0
57468,4.0
56639,4.5
17080,3.0
29638,1.0
8364,4.0
20872,5.0
52557,4.0
19375,4.0
42224,3.0
54817,5.0
26551,5.0
1900,3.5
44714,3.0
22785,4.0
41916,0.5
38284,3.5
28785,5.0
13248,5.0
49075,3.5
53144,5.0
12309,3.5
10095,5.0
43423,4.0
42063,4.0
19000,2.0
11871,4.0
36851,5.0
4480,2.0
54638,3.0
9299,5.0
28865,5.0
38257,2.0
8954,4.0
9202,5.0
59850,3.5
46021,3.0
47888,2.0
17689,3.0
31175,5.0
4683,2.0
30639,4.0
52206,2.0
58780,3.0
1547,1.0
14858,3.5
28136,5.0
47173,2.0
22921,3.0
8241,4.0
35037,1.0
15097,4.0
45512,2.5
11975,2.5
37462,4.5
3138,2.0
5913,3.0
42016,0.5
47825,4.0
40718,4.0
42028,4.5
51638,4.0
39904,4.0
55206,5.0
39375,4.0
33703,4.0
10486,3.0
10681,2.5
10954,4.0
41042,3.0
59106,2.0
22823,5.0
37306,3.5
13746,4.0
25714,3.5
20834,1.5
6080,3.0
58775,3.0
28170,4.0
55180,3.0
37257,4.5
59058,2.5
11505,3.0
2844,4.5
57306,3.0
23988,2.0
59303,4.0
20535,3.5
45995,3.0
40102,4.5
10969,2.5
48850,5.0
24105,5.0
3168,2.5
52605,5.0
9819,4.0
40271,3.0
23026,4.0
28464,4.5
11226,0.5
4505,3.0
58356,3.0
53362,5.0
59476,4.0
33244,3.5
17090,4.0
10117,1.0
54646,3.5
2944,3.0
49072,5.0
3965,4.5
19898,5.0
49625,3.0
3602,5.0
25265,4.0
58107,0.5
42312,2.0
47863,3.0
42746,3.0
25401,3.0
20124,2.0
46683,3.0
41019,4.0
4089,4.0
33577,5.0
12795,2.0
50822,4.0
39587,3.5
40879,3.0
4676,2.0
37829,2.0
56110,4.0
12769,4.5
1109,3.5
8656,3.5
36241,3.5
17816,3.5
4249,4.0
6956,1.0
9495,4.0
1318,2.0
9658,4.0
31246,3.5
27514,5.0
59822,4.5
28605,4.0
27235,3.5
44047,3.0
31837,3.0
7391,3.0
51766,4.0
11724,3.0
48785,3.0
33665,4.0
49632,4.0
13767,2.0
41814,4.5
42538,4.0
42623,3.5
10580,4.0
12807,3.5
58103,3.5
18126,3.0
52222,1.5
10748,2.0
46954,4.5
40594,4.0
29831,3.5
42244,4.0
52285,4.0
26032,4.0
28265,4.0
11643,3.0
43094,4.0
49800,3.0
47403,2.0
9103,3.5
1165,1.0
59146,2.5
51408,4.0
11846,5.0
54161,1.0
22892,4.5
14409,2.5
3657,1.5
42229,2.5
35654,3.0
18827,4.0
40480,4.0
18050,3.0
46667,3.5
11126,5.0
5679,3.0
923,5.0
5724,5.0
24328,3.0
36072,2.0
24409,3.5
21093,0.5
59549,5.0
59243,4.5
27444,5.0
19694,4.0
12542,5.0
25682,3.0
51910,3.5
49544,4.0
24085,3.0
46811,2.0
35501,2.5
20946,4.0
49592,4.5
26882,3.0
16264,5.0
48428,4.0
29291,3.0
6310,3.0
32486,2.5
55056,5.0
408,3.5
24134,3.0
451,4.0
30601,4.0
59425,5.0
2880,4.0
28476,3.0
59821,3.5
28218,5.0
16939,2.5
28547,2.5
51215,3.0
49559,4.0
1786,4.0
5401,3.0
14789,3.5
7849,3.0
39435,3.0
55494,4.5
33863,3.5
20866,2.5
58890,4.5
41312,1.5
3458,3.0
56563,4.0
40458,5.0
46722,5.0
19906,3.0
41469,4.5
41540,3.0
4139,3.0
41482,3.0
24200,4.0
2704,4.0
15043,4.0
2445,2.0
43767,5.0
3684,3.0
22851,1.0
30423,4.0
42362,3.5
51711,3.0
4112,4.0
39808,4.5
16557,4.0
3322,2.5
31059,3.0
17306,2.5
53280,4.5
38814,5.0
57543,3.5
59767,2.0
37884,3.0
8327,1.5
24635,2.5
17038,4.0
30630,3.0
3771,3.0
37247,5.0
21304,5.0
12619,5.0
28282,2.5
4590,2.0
57062,3.5
52795,4.0
49575,3.5
215,3.5
40870,4.0
51989,4.0
54182,4.5
53559,4.0
57213,3.0
11908,4.0
33298,5.0
24988,4.0
8879,4.0
28953,4.0
6679,4.0
37032,4.0
46320,5.0
38760,4.0
10970,2.5
49091,3.0
50776,3.0
13851,5.0
56312,4.0
42822,5.0
53158,1.0
16563,2.0
21966,5.0
50571,2.0
13300,3.5
45872,2.5
19346,2.5
52806,4.0
41297,3.0
38377,4.0
31996,3.0
15591,4.0
47122,5.0
51670,3.0
45658,4.0
39167,4.0
32132,3.5
58857,4.0
41406,3.0
6269,4.0
45134,3.5
49474,5.0
51878,5.0
7262,4.0
21195,5.0
5083,4.5
58735,5.0
16494,3.0
38601,3.0
56918,5.0
35875,4.0
55958,5.0
56833,1.0
27841,3.5
49032,2.0
21783,2.0
56238,3.5
31916,0.5
24820,2.5
23944,3.5
50246,3.0
16735,4.5
14881,5.0
32381,2.0
20029,3.5
35339,3.0
49397,3.0
20445,3.5
26263,1.0
29351,4.0
40700,3.0
6538,5.0
12994,4.0
57613,2.5
53918,2.5
38137,2.0
20722,4.0
45309,4.0
21905,4.0
20873,5.0
30026,1.0
34319,4.0
31808,3.0
34061,3.5
36660,3.5
4660,4.0
4567,5.0
47565,4.0
11929,4.0
25707,5.0
200,4.5
32019,3.0
23360,3.0
59436,3.5
51756,3.0
43571,4.5
38417,3.5
25957,3.0
14924,4.5
28838,4.0
52207,2.0
34788,4.0
9172,2.0
49789,5.0
8994,3.0
50405,5.0
40273,5.0
37518,5.0
29661,0.5
2103,4.0
3629,3.5
8293,3.5
51357,4.0
49281,4.0
52204,4.0
24024,3.5
10310,3.0
36557,3.5
1627,4.5
12337,3.5
39360,2.0
1192,3.0
36670,5.0
2916,5.0
47188,3.5
17296,5.0
45613,4.0
45434,3.5
38270,4.5
57431,4.5
11318,4.0
5165,4.0
39500,3.0
14657,4.5
39203,4.5
11791,5.0
1764,4.0
42340,4.0
18073,4.0
24580,5.0
29135,4.5
18200,3.0
52364,2.0
18914,4.0
50914,2.0
34568,3.5
29331,4.0
38345,3.5
39330,4.0
36931,5.0
20562,3.5
54051,0.5
8413,2.5
14285,3.0
25055,2.0
5091,4.0
13492,4.0
6299,4.0
44261,5.0
14436,4.0
1278,3.5
56329,2.0
21565,1.0
12302,3.0
26201,5.0
46646,4.0
2534,5.0
42866,4.0
41300,2.5
49900,4.0
24087,4.0
23907,2.0
38359,4.5
36526,4.0
24155,4.5
53106,4.0
23491,4.0
46774,3.0
54628,3.5
13419,4.0
19417,3.0
37209,4.0
8521,2.0
18930,4.0
4290,2.0
29842,4.0
1106,4.0
57005,4.0
44909,4.0
20985,4.0
36798,3.5
19751,4.0
33237,4.0
39885,4.0
59636,3.0
1735,3.5
57786,4.0
59169,2.0
20246,2.0
39151,3.0
34189,3.0
53347,4.0
10652,4.0
20220,4.0
14265,4.5
10142,3.5
34168,1.5
36284,4.0
36536,3.0
23825,1.0
28937,2.5
2163,4.0
12390,4.0
12011,4.0
58732,3.0
48914,4.0
47224,5.0
32957,5.0
57722,4.0
3721,4.0
27931,4.0
52479,4.5
49053,4.0
6180,4.0
44187,5.0
34781,3.5
8793,5.0
23856,3.0
31335,3.0
49725,4.0
53561,0.5
20225,4.0
4957,4.0
42645,5.0
24642,5.0
54647,5.0
58054,3.5
19801,3.0
21014,3.5
7910,2.0
16499,3.0
59528,3.0
52320,5.0
18174,3.5
55481,4.5
10795,4.0
37096,4.0
47114,3.5
655,4.0
10242,2.5
24064,3.0
5963,4.5
43958,4.0
13901,3.0
9434,4.0
22138,2.0
48078,0.5
49999,1.0
35412,4.0
52776,5.0
724,4.0
5130,4.0
7322,3.5
39740,3.0
7823,4.0
22533,4.5
603,4.0
7833,3.0
46773,2.5
55119,2.0
11944,5.0
23201,3.0
24596,2.0
13050,2.5
51142,5.0
20760,4.0
58242,4.0
57104,4.0
54658,3.0
20858,2.5
35133,4.0
30361,3.0
56164,2.5
37728,5.0
23758,4.5
18299,3.0
54129,5.0
4730,4.5
59159,3.0
34774,4.5
26846,3.0
4082,4.0
18387,4.0
54136,4.0
708,4.5
55142,2.0
57471,2.0
4354,2.5
33270,3.5
30014,4.5
15603,3.0
39288,2.0
35451,4.0
56168,2.5
21272,4.0
26415,3.5
26063,3.0
9860,3.0
2125,3.5
51550,4.0
16152,5.0
36010,4.5
8039,5.0
32267,5.0
42049,3.0
31143,3.0
57237,2.0
38739,1.5
6872,4.0
17706,4.0
39137,3.5
24745,4.0
39551,4.0
19359,3.5
30122,4.0
47405,4.5
810,4.5
43164,3.0
8918,5.0
38709,1.0
25269,2.5
48117,1.5
33593,2.5
43458,3.0
31135,0.5
18545,3.0
16209,4.5
54549,5.0
1491,3.0
9835,4.0
21470,4.5
10859,4.0
20507,0.5
375,4.0
5321,3.0
46956,4.0
3955,3.0
38469,4.0
38510,5.0
11287,5.0
13350,4.0
13319,5.0
19494,4.0
20767,1.0
58311,5.0
54929,3.0
1901,4.5
23079,5.0
50721,5.0
21771,3.5
36352,3.0
18871,3.0
27716,3.5
48234,3.0
36590,1.5
34816,3.0
46934,2.5
29528,2.5
51238,4.0
36169,1.0
43641,1.0
9816,5.0
37614,5.0
44167,4.0
27580,3.0
55418,2.5
45155,3.5
8904,4.5
40960,4.0
26733,2.0
32059,4.0
43437,4.0
33187,2.0
1610,3.5
3933,5.0
23408,3.0
12087,4.5
10336,3.5
34423,4.0
58846,4.0
53000,4.5
12611,4.0
13541,5.0
18419,4.0
30192,4.0
59486,3.5
4416,3.0
25041,3.5
36971,1.5
30958,4.5
22751,4.0
40723,3.5
192,4.0
10324,4.0
22527,4.0
33958,4.0
7452,4.0
19162,4.0
26096,3.0
15523,4.0
29650,4.5
34604,3.5
3961,3.5
8687,3.0
45421,3.5
58692,3.0
36106,4.0
39424,3.0
27026,3.0
31028,3.0
37240,4.0
45337,5.0
35276,2.5
16968,5.0
21929,3.5
5466,3.0
59529,4.0
5341,0.5
9485,4.0
38241,3.5
55505,3.0
35180,3.5
26053,3.0
3651,3.0
14188,3.0
32110,4.0
5002,2.0
59610,5.0
28119,4.5
24750,3.5
38408,0.5
1780,3.0
8826,4.0
26504,4.0
11577,5.0
36780,3.0
15690,3.5
29587,4.0
52390,4.0
42981,2.5
30949,2.5
38335,3.0
47593,3.5
50412,3.5
54475,5.0
8292,0.5
56884,4.0
33526,4.0
37405,2.5
2401,3.0
58093,3.0
40825,3.0
15350,4.0
453,4.0
42696,3.0
16980,2.5
4724,5.0
42997,3.0
10256,4.0
32566,3.0
5286,4.5
49653,4.0
46410,3.0
42728,4.0
41827,4.0
39458,3.0
28198,1.0
38073,1.5
27247,5.0
3510,3.0
55070,2.5
16694,3.0
52078,4.0
6922,3.0
33700,3.0
40531,2.0
35510,4.5
36430,4.5
44815,4.0
11785,4.5
6664,4.0
22102,4.5
26354,1.0
11930,1.5
56921,4.0
18718,3.0
56534,4.0
50792,4.0
6904,3.0
21680,5.0
54695,4.0
36309,4.0
44813,0.5
25499,3.0
15006,5.0
481,3.0
23867,2.5
10285,3.5
1417,4.0
15836,3.0
8239,4.0
22329,5.0
35908,4.0
41465,1.5
42833,4.0
35019,4.0
27626,4.0
59050,2.0
10346,4.0
38058,4.0
40004,4.0
29475,3.0
32113,4.0
29673,3.0
5485,2.5
52425,4.0
16447,4.0
36610,3.0
48674,3.5
35833,3.0
20436,3.0
44098,4.0
48012,3.5
53843,4.0
40307,3.5
44238,2.0
35831,3.0
11088,5.0
50862,4.0
5268,2.5
15001,4.0
40761,5.0
28251,2.0
50034,4.0
45152,4.5
50707,4.0
12669,4.0
35022,4.5
23626,4.0
58731,1.5
48244,4.0
29347,5.0
9589,3.5
2581,5.0
11396,3.5
55811,3.5
36700,5.0
42904,5.0
40534,1.0
17467,4.0
23534,3.5
51671,2.0
38247,4.0
27036,4.0
21663,4.0
16627,1.0
44094,4.0
40463,3.5
17234,4.5
49908,4.0
20199,4.0
46883,3.5
16788,5.0
42131,2.0
52115,2.0
46596,5.0
36884,1.0
16153,3.0
20616,3.0
39156,3.0
30833,4.0
41253,5.0
56777,4.0
46607,4.0
47856,4.5
42912,2.0
29867,3.5
15665,4.0
15865,4.0
46051,3.5
21665,3.0
5953,4.0
28889,5.0
8777,4.0
33152,3.0
24431,3.0
46477,3.0
29626,3.5
42637,3.0
4930,1.0
15747,5.0
13954,0.5
39429,4.0
34172,4.0
18752,0.5
5461,2.5
58949,4.0
23629,4.5
57220,1.0
40989,3.0
56518,4.0
7127,4.0
45372,4.0
31334,4.5
43276,1.5
6144,2.0
27342,4.0
4328,5.0
6660,3.0
9072,4.0
30862,4.0
57246,4.0
52742,4.0
21978,5.0
28398,2.0
40561,3.0
48301,5.0
11305,4.0
44954,4.0
2976,5.0
28782,4.5
39745,3.0
18132,3.0
35380,4.0
18392,3.5
8952,3.0
11861,4.0
50151,5.0
49148,4.0
1244,4.0
17443,5.0
8048,4.0
55773,5.0
32410,5.0
15490,5.0
38237,5.0
56560,4.0
9238,3.0
25437,4.5
41391,3.0
49881,3.0
28866,3.0
28185,1.5
13914,5.0
40744,3.5
42831,4.5
434,3.0
23601,4.5
25367,4.5
31001,1.0
14223,4.5
17050,4.0
9869,4.0
35035,4.0
737,3.0
12997,5.0
13052,3.0
47956,4.0
37909,4.5
34601,5.0
53474,1.0
10221,5.0
54758,4.0
5760,4.0
57538,4.0
45742,3.0
35904,5.0
9788,3.0
37552,3.5
10845,5.0
13634,3.0
44250,4.0
48784,4.5
650,2.5
20025,3.5
54593,4.0
42985,4.0
31603,4.0
21830,3.0
7693,2.5
15933,3.0
13243,4.0
47018,3.5
17526,3.5
9767,3.5
12304,4.0
11940,4.0
3377,4.0
51123,3.0
10779,4.5
17300,1.0
47555,2.0
48463,3.0
27184,4.0
39323,4.5
44574,3.0
25564,4.5
52140,3.0
