,user,movie
34604,2875,1032
3961,1300,2347
8687,208,1612
45421,481,11592
58692,1111,6662
36106,1426,3107
39424,2287,10217
27026,1174,23222
31028,1426,11147
37240,810,40642
45337,628,727
35276,82,41722
16968,3393,2597
21929,4338,502
5466,2455,16042
59529,1370,832
5341,397,7872
9485,621,1397
38241,1538,3312
55505,292,8047
35180,614,4562
26053,2287,842
3651,3190,7402
14188,537,5107
32110,2861,13367
5002,635,8787
59610,572,11592
28119,1132,712
24750,2378,4282
38408,635,8732
1780,1951,20027
8826,1790,4812
26504,1475,13332
11577,922,27887
36780,1223,1222
15690,306,35812
29587,12,25572
52390,1146,7367
42981,481,4697
30949,4177,10897
38335,404,1447
47593,1804,4582
50412,922,19357
54475,1349,122
8292,82,19542
56884,467,27572
33526,1489,15902
37405,397,1292
2401,425,3467
58093,873,6832
40825,2763,8207
15350,3540,4692
453,3757,5807
42696,1125,4217
16980,747,3092
4724,3281,6952
42997,61,6652
10256,3295,2217
32566,2679,7582
5286,2777,13507
49653,1076,2342
46410,1244,3292
42728,278,6627
41827,964,6892
39458,3554,14232
28198,670,24372
38073,124,2817
27247,2553,15882
3510,635,16422
55070,481,7252
16694,3855,2017
52078,3078,29287
6922,2077,24827
33700,4541,1212
40531,2875,3797
35510,2000,6252
36430,1608,1222
44815,712,7592
11785,1608,522
6664,348,5587
22102,3218,1037
26354,726,29122
11930,75,7182
56921,3925,17432
18718,761,11127
56534,2616,3762
50792,1279,7182
6904,2343,16672
21680,3589,342
54695,873,10797
36309,1881,627
44813,607,5132
25499,12,592
15006,2203,5387
481,4282,2552
23867,607,7822
10285,2077,22252
1417,1615,7367
15836,1111,862
8239,2168,6852
22329,2714,257
35908,810,10452
41465,110,4742
42833,1202,11167
35019,2798,26032
27626,2224,2732
59050,110,21812
10346,2343,887
38058,1531,2707
40004,61,4462
29475,922,12047
32113,2616,122
29673,264,5772
5485,278,1777
52425,1566,4397
16447,3022,5117
36610,1349,567
48674,2315,1492
35833,817,1102
20436,747,15117
44098,845,8012
48012,82,35402
53843,1685,1617
40307,2315,1937
44238,383,11127
35831,1279,2342
11088,544,417
50862,3561,9117
5268,1433,887
15001,719,5447
40761,614,1842
28251,698,14467
50034,201,10797
45152,2133,2057
50707,2693,1567
12669,754,34407
35022,1125,14877
23626,1111,6642
58731,89,3837
48244,2210,952
29347,3141,727
9589,908,4547
2581,544,6317
11396,306,7757
55811,180,4362
36700,320,3272
42904,1783,8567
40534,684,692
17467,1041,1387
23534,1909,822
51671,1426,372
38247,2210,2992
27036,404,36762
21663,1020,8707
16627,964,6707
44094,2245,12522
40463,208,5702
17234,1853,502
49908,2805,832
20199,404,8442
46883,19,9247
16788,1468,10182
42131,264,887
52115,124,14602
46596,3120,14637
36884,929,13002
16153,2441,6207
20616,3071,21072
39156,152,5892
30833,320,1632
41253,698,3292
56777,299,4417
46607,866,18297
47856,1069,2927
42912,481,557
29867,306,12872
15665,1524,8397
15865,334,4052
46051,1958,1882
21665,2392,422
5953,1615,2812
28889,348,9877
8777,3834,4502
33152,3855,47
24431,103,1237
46477,341,8012
29626,3575,11552
42637,82,6567
4930,957,8217
15747,96,2197
13954,4471,12872
39429,747,23697
34172,1125,3232
18752,1909,9022
5461,2665,2512
58949,1804,922
23629,831,7602
57220,1517,5462
40989,1314,4002
56518,3869,13837
7127,3337,4167
45372,957,4437
31334,355,35667
43276,82,19772
6144,1741,2322
27342,383,5797
4328,859,7117
6660,4380,1182
9072,1321,21312
30862,1531,2947
57246,1069,2017
52742,82,9272
21978,2693,402
28398,2819,5022
40561,635,10412
48301,2385,5467
11305,404,3477
44954,677,4282
2976,1041,1212
28782,19,9837
39745,2245,3047
18132,334,10137
35380,1111,4262
18392,271,16812
8952,2959,6697
11861,1538,197
50151,3071,36722
49148,2021,52
1244,285,8417
17443,3302,15672
8048,544,2012
55773,915,4027
32410,376,22357
15490,1286,29027
38237,1853,4712
56560,887,15972
9238,1034,8327
25437,2602,9707
41391,4506,17967
49881,264,29582
28866,341,9027
28185,2014,4462
13914,1524,3912
40744,110,5487
42831,3078,2057
434,306,12592
23601,3946,5732
25367,719,1307
31001,341,28717
14223,1762,3912
17050,670,5297
9869,754,1367
35035,1111,8492
737,75,16502
12997,2924,522
13052,1482,30312
47956,2882,1887
37909,460,4407
34601,201,14687
53474,82,11547
10221,1006,692
54758,82,1442
5760,3400,6502
57538,1685,8057
45742,82,29772
35904,3708,1432
9788,1300,2517
37552,544,3462
10845,3190,2822
13634,3463,7102
44250,82,43737
48784,460,15802
650,3953,2242
20025,2875,2082
54593,4268,1062
42985,152,13337
31603,747,23782
21830,1153,2562
7693,747,487
15933,1944,4412
13243,271,6672
47018,3197,10692
17526,922,732
9767,229,887
12304,1762,5132
11940,299,1762
3377,2189,21077
51123,1111,8447
10779,271,1877
17300,4562,1092
47555,243,3787
48463,1846,1037
27184,12,42872
39323,313,712
44574,2847,26532
25564,1258,2207
52140,222,2592
38736,523,3947
26741,3596,7827
29394,12,9097
17109,1440,132
30742,1251,2012
10119,1426,25422
31558,201,18222
419,1433,1092
53608,1545,6172
34009,1174,1317
9801,908,1182
31667,2294,24407
7466,481,12542
4104,908,1802
197,2294,3312
47251,502,1912
55548,446,7182
38254,75,4222
20789,852,5102
47402,481,37932
16620,747,2132
10138,719,3122
7733,3022,44602
5823,110,16527
32249,481,8647
24785,558,2497
21106,544,11592
44598,82,31932
18845,3358,417
12398,873,11652
56953,2301,13472
12267,1307,4497
29656,831,4657
33878,187,19982
58493,327,19252
21842,1426,29257
34179,1461,12162
31045,3372,6172
18431,1615,3642
39673,3925,18362
10037,614,8687
32661,404,1777
41410,922,4037
16687,75,40067
26021,747,2222
48217,3071,12587
55678,2105,1192
11904,404,1852
52468,264,11952
41630,82,19247
22082,740,10397
3739,19,2257
32615,1643,4877
4612,264,2017
36011,1349,19432
35934,621,2207
12889,614,9407
9459,908,12882
28642,586,872
23152,1727,11057
16119,859,8387
35238,894,10177
40582,1034,4117
20543,397,2517
19544,2385,8382
48072,1615,7037
11498,1041,9787
33557,2616,402
7169,257,4757
34792,404,5312
18665,82,12837
13750,3078,262
48053,75,9532
4002,3008,2392
33971,1125,892
49129,3050,1347
18464,614,1052
27281,901,417
5664,2546,952
51202,327,9782
30613,1041,1092
48708,1748,9057
39922,257,7792
4414,75,1672
42566,285,17727
25899,369,14992
28481,82,17807
11591,1202,787
43183,2511,12767
24102,2350,882
52547,257,19862
24185,75,18832
12258,2392,6702
30562,285,13637
54297,306,12717
27406,1398,1657
13573,1377,1452
14448,1279,1967
33683,2994,16527
42268,852,882
57257,1790,3102
5001,754,432
49910,1503,2312
22050,12,11537
25501,61,1272
7128,1692,6997
22397,873,25457
47837,2133,8167
33649,2378,1897
52013,4177,457
14960,1958,3787
44168,180,22752
44906,3792,7002
12557,257,2632
29480,264,10082
18971,1055,22687
59014,404,21387
14452,782,2352
58549,1160,4082
271,3260,1192
47330,1349,1987
57321,1762,4237
20661,4352,2697
24732,425,8172
54169,607,17002
39931,285,9522
24272,2875,427
23164,75,11052
47915,810,4357
12510,124,20027
22355,2840,297
10207,1034,7367
29581,1524,8822
23327,908,47
10490,873,8422
33138,2525,3912
41317,1426,29382
23737,2210,16502
46867,2854,7567
31701,1853,332
26406,12,6602
27787,306,34247
24452,3106,2812
10173,3946,27902
54672,1104,4082
25570,3631,17007
53173,383,16127
35513,19,5697
42250,1006,38937
59745,2910,4522
10557,1153,21247
37847,2917,28877
54155,3288,14732
18015,278,6597
29868,299,17507
14704,4688,1547
46961,12,9877
40981,1461,152
30744,2070,2457
59311,96,1012
49755,75,9922
11051,278,15632
998,75,1342
45180,2077,29802
31823,873,7662
28473,229,1962
22315,922,15927
49666,82,3192
28479,866,3417
7893,264,5532
58360,565,442
20495,1426,547
24986,404,1097
51802,2168,3947
39697,383,12982
58701,2448,10482
42214,2119,592
6750,831,1887
3626,285,4787
32790,3260,3202
51410,292,1912
39838,1923,15852
18305,320,877
43661,264,13127
6033,257,827
41721,243,2407
19413,3127,1367
43232,2105,5447
36710,2994,5602
15924,2868,1472
1324,1832,3787
1548,2854,1637
10177,1832,927
54537,873,29037
2042,89,8222
38364,117,4012
17865,2224,6697
51757,1272,362
17354,3806,3602
12108,327,2827
3294,635,9137
41209,110,8507
29413,439,17907
47419,229,8502
42488,782,22687
33457,635,20177
7730,537,2112
8888,180,9132
56751,1895,12612
18601,3708,1512
19011,495,17267
30244,607,19057
23249,299,2432
9007,2056,1512
31826,2301,2622
18211,684,6987
47897,1447,3957
14523,922,822
5907,152,24527
32027,2553,5362
18751,271,4837
6877,82,18582
10697,1111,5057
47383,1461,13432
20287,285,9412
38452,2595,872
938,383,6607
13724,922,13947
51605,2945,9402
52823,747,4522
2424,341,16522
55358,439,22547
25423,124,18577
19500,1300,7007
47831,1174,7402
36433,285,2557
56135,2392,2872
39509,26,16157
26958,621,6407
36963,439,15827
24766,4366,717
55924,4583,10852
42084,705,1147
8098,915,1722
5747,82,44467
49657,271,2217
43442,887,622
29569,698,20357
48319,264,2597
16003,3946,547
16591,299,19732
43667,1111,3752
10873,19,6237
9968,1279,12507
19710,3631,692
51585,621,14522
18799,1475,6127
12926,719,3907
56074,3652,2127
35767,824,2762
15849,2756,1217
58198,1853,5767
28704,285,31787
44296,2224,4492
32167,474,10332
10548,1783,5587
31707,2000,2512
44903,698,277
38175,1328,10667
27927,1797,8012
59494,2315,712
22061,1853,3627
34240,789,2112
12593,1664,2362
42146,1426,12067
8297,3253,6272
58484,824,5027
37514,530,3777
40688,1244,11427
29733,1615,8347
46199,677,567
32351,1419,4432
4288,1279,5477
7221,2385,7827
29532,4079,1007
44210,1041,8167
29336,2413,14992
25831,2112,557
5326,404,26512
6485,1286,172
4278,677,2707
23602,313,7247
19874,3211,2947
29349,719,1097
31364,614,5022
50768,1013,1547
42528,1013,1092
6415,4702,5767
37508,446,4382
5264,2315,8342
29732,537,6897
4710,404,1022
9057,75,3297
32189,2077,9867
47215,1867,9402
28724,2896,2367
58188,614,697
27892,2315,12457
56385,614,3897
44945,957,7732
50169,2357,5297
44265,110,4622
32548,663,5262
58872,936,10387
41030,1818,6197
16310,2532,6242
56094,313,23642
42469,523,1457
3788,103,1092
25699,530,22372
30905,635,137
41841,873,9552
26477,1804,842
25781,621,1242
24960,565,7182
50431,1510,3267
32862,1678,2182
23102,481,38032
46402,439,8252
49983,180,18512
33998,103,15937
34055,1097,362
12453,698,2827
31288,3036,1737
20626,635,4972
11063,3190,7097
58076,1692,3592
19701,313,25812
45756,3456,1172
44947,1013,16042
2958,936,1632
13546,3190,4992
6955,922,29332
27441,971,6492
37025,19,22992
24976,1475,14267
8233,600,18887
47289,166,1062
57586,1041,8362
17341,446,18287
716,1643,4782
40654,1111,2462
37874,19,5427
57893,1832,2827
44472,12,15647
29958,670,272
15373,3407,1837
43773,2427,33792
14676,3015,5807
44239,2049,2587
55943,96,12782
30816,2350,4252
22304,201,5397
8190,362,1957
28452,82,25507
16431,1524,4382
26051,4184,4637
1758,1006,452
18634,691,2812
33817,817,967
5732,2833,19717
41558,3211,4692
44760,2651,1032
37892,3722,6592
41480,467,32287
40858,3155,4097
26911,432,3387
13635,2273,3827
53394,866,2392
45253,1433,3797
48839,712,1702
32674,124,9402
44038,2364,11732
30068,194,8997
27326,936,4582
46119,1706,5002
31552,187,5297
53951,3708,18532
1258,341,7732
44298,1622,797
22943,110,5102
21213,1510,262
45802,320,33447
37972,1545,9687
50240,404,4572
126,2595,1182
56994,173,9297
54902,404,21312
35422,1125,32717
44711,747,11377
1390,2189,667
33590,873,14687
14758,82,19077
22220,1440,39917
30449,89,557
39170,3820,9312
38540,82,20992
3912,782,357
34796,1118,6512
3245,1489,927
40715,1853,1232
9813,2140,5407
30143,425,19717
33989,2294,11072
48194,383,5517
46895,1748,16272
22944,12,11117
29418,1958,9497
31797,1580,402
38457,964,6787
50198,810,1517
15184,1720,1327
26469,3617,22317
12952,285,5697
39198,1034,8042
15533,2462,152
2449,894,8462
29002,1804,1107
56637,2238,33837
17815,82,20402
28584,187,2762
47384,180,4972
21230,1139,9487
48231,1825,10772
45096,180,4312
52243,4268,4257
56284,1314,11552
52118,1692,25347
8817,1286,1037
19216,2595,4372
17722,1230,2512
13672,1741,6757
46505,26,2052
24880,2371,4717
49268,747,25247
13722,320,13367
13258,558,882
2766,2371,8332
13630,1125,3622
45594,1174,92
35268,838,1402
22185,376,8597
25077,19,1632
28980,4394,3402
21313,1153,2787
33907,82,26172
13712,2854,1817
21325,201,5487
43628,4170,522
34948,614,9402
17163,1167,6527
37931,376,3097
34171,852,5232
55318,327,4327
52678,82,2417
28378,2812,357
6406,1195,4027
25710,978,3517
18773,1321,10807
20725,873,14207
44716,1804,4257
38400,530,4707
17523,929,13492
12982,1356,2312
55012,355,2377
5190,614,4907
7656,1461,1877
5380,2378,1187
49893,537,21007
6246,481,17292
31352,2161,26452
3894,866,13282
32524,481,2437
22039,75,32892
36334,1034,1412
13834,3078,11157
31519,887,2367
46259,3631,5777
10690,1097,1542
50741,180,2772
37609,985,5657
36672,1111,2312
6010,1538,6252
11644,747,28122
27170,341,6597
18471,859,1107
48779,1006,12517
30087,110,15552
28955,180,21207
17120,2602,4692
6678,2819,3922
53335,3617,3572
10006,1006,11177
49511,152,6947
15326,1811,6217
36841,481,14472
32572,1426,9727
6574,12,23477
6516,453,23447
828,1258,357
40899,873,6087
57197,180,11187
58328,82,8882
29686,1741,12
40734,4541,12437
31805,306,57
20948,222,4077
22537,523,11732
16755,635,44302
3872,1622,7822
33992,873,10992
58938,1251,12052
2266,1825,3092
31040,4499,4812
43119,621,1007
25618,306,2467
31741,2035,1672
51685,432,887
47187,572,2592
9875,2763,2852
57516,2308,4782
44894,1741,4442
6204,635,22267
33829,264,662
36554,61,11682
47098,110,5647
48067,3701,2117
9759,1440,1522
27581,180,6232
3043,544,37
17274,68,7492
31696,698,4832
46449,4429,4097
12450,782,4787
52045,3078,39727
16545,75,10707
31023,677,6917
42025,313,5752
53745,82,20372
34607,271,16997
9857,2469,277
16680,2287,1907
10156,2154,5112
14170,873,22587
41919,1643,6497
47658,1958,3912
44270,3981,2052
32986,2581,5897
2107,2644,497
45948,1496,5222
9938,719,6547
53244,3617,5062
22632,1895,592
57851,530,12872
28215,3134,4572
416,719,1532
26079,2350,4142
56712,1720,277
11663,201,3092
13456,439,11897
29747,278,3047
53902,2294,6152
47861,2525,2442
51007,383,42
15894,397,15552
32093,1895,4912
11288,1195,4047
4017,285,642
22424,1055,9437
27840,383,2607
4047,292,4082
50673,516,822
4120,82,15012
37942,75,12562
50534,1160,2517
13122,2896,4382
31103,2063,512
23217,3393,2202
33592,222,9207
4138,1496,1057
31273,1440,4097
11973,1055,19802
6757,82,10127
45484,194,3977
42186,810,33127
42758,1797,4237
39870,355,17107
56096,1132,2587
11406,201,1127
45246,2945,6002
681,971,1372
52501,747,3527
1734,355,28512
19406,2553,822
52866,635,4352
936,1013,24412
2166,82,33097
18895,124,2442
28613,614,17207
16737,873,3747
13244,1300,5662
26528,3064,17012
44259,3764,2857
8237,1636,7412
21779,1825,617
18007,313,23522
20122,3645,2997
59879,999,3252
20397,1692,13982
2904,306,3957
41387,68,35852
38040,2273,6687
19663,271,2052
57249,75,21552
44262,383,15372
54266,698,2462
48524,3358,15042
56458,719,777
58195,810,7367
2520,1482,4692
30369,404,19187
28776,2868,822
41375,1426,23092
55674,712,4502
13067,2448,737
1970,2063,422
48852,1426,13347
55419,467,9202
51151,2084,39247
9853,2378,662
41692,320,362
51264,2665,4107
57057,404,1147
3696,2007,952
25841,1335,9082
31310,747,7272
38560,614,5107
25116,2084,2802
45871,922,15457
2428,75,30772
27971,4422,852
9318,684,8217
43146,614,30747
13496,1692,10047
19865,173,502
32939,1713,2947
24957,3414,1757
50032,684,4142
33564,691,1302
28997,1405,18737
2601,1916,2452
45137,712,11392
55995,1559,4562
8982,3960,2587
29696,4233,2512
1507,1531,2082
49414,873,9127
21576,1328,23692
32878,1090,1547
7971,1286,1317
45148,264,8537
53972,957,777
47208,320,3842
51329,2931,12587
34243,1643,14787
48590,488,3397
25691,2329,13947
57112,1811,1397
59123,180,3017
9482,278,12442
5279,852,7867
4250,957,25712
43379,558,337
25550,677,582
6395,208,3267
46228,698,6382
12764,4387,1397
56398,544,3307
35211,173,9082
27382,264,4237
32032,2448,11417
10590,838,777
26270,2861,3477
51214,1125,25902
55802,1153,7802
59870,873,13477
23269,2798,3487
14371,1853,1692
44957,684,1887
36407,285,7207
6684,285,3507
35226,201,692
8434,418,5442
3712,1265,10937
54268,908,2032
24749,2133,3622
51609,425,6777
38837,348,892
19768,404,11437
4915,110,7802
22504,859,7497
42123,1202,972
54791,1132,4052
6920,1111,1077
9088,75,4147
49316,1811,692
28952,1104,1182
38847,54,20862
40136,1426,13117
10435,712,2557
10768,1307,1007
40442,439,1442
15938,12,11132
45299,285,1197
10074,719,422
16466,1405,5717
7154,1237,4237
42856,845,8567
3855,1916,10607
16080,439,9037
3760,901,5112
27058,460,23942
26027,19,9692
24338,1216,9042
37131,26,6742
12301,68,987
21813,537,1057
43308,82,30672
7077,1398,17642
47885,1111,3622
28563,474,9282
28445,537,1122
19090,4240,1092
35354,467,13857
4744,117,857
35397,677,4437
8613,1097,1062
55981,460,1217
35529,2021,28477
25975,1048,9922
50727,3071,2442
2850,1286,3117
316,1006,35732
6983,2595,2312
35579,1734,9212
58073,1111,1782
47390,82,18037
40533,257,1382
37700,873,13617
47144,2035,14177
17385,1783,5657
19092,2427,6962
38656,257,6627
3671,404,15627
47169,1762,33307
41433,2357,10732
53105,2329,6167
3124,19,5327
51479,2889,8902
8867,3428,3897
40217,691,13317
19104,3015,8597
7481,971,8117
45661,558,37082
5716,1496,617
15224,936,15237
43208,677,8962
32335,3701,5442
20818,1349,102
44439,376,24477
58940,2875,13052
11619,271,4407
17170,2819,522
28447,1251,617
49993,1132,6902
24742,2819,957
39355,1741,1192
12625,1195,717
41201,320,32617
58519,2476,417
45268,460,38277
19948,4170,28427
43402,1419,102
38897,754,322
54798,222,187
50933,362,10807
47210,208,14787
6151,1559,2342
31284,481,20652
58866,677,2082
8907,96,7762
10453,439,30172
42735,2315,5757
33782,1279,3202
18597,1167,5767
38839,1426,20257
34856,376,7542
12110,3267,4692
56641,2189,2767
49829,1013,2392
315,1496,24522
31320,1895,3797
41596,859,12992
26868,2903,5112
31520,180,8897
37311,19,3617
22856,1279,22962
10021,2063,17
19842,2315,9452
38982,2889,10807
45573,404,6887
19356,614,9812
2423,117,2112
42260,285,9372
48792,82,7232
48467,1111,1717
52900,3043,3397
17636,61,4147
34393,3855,4642
47889,558,1927
186,1685,1532
31205,3309,3407
53771,1006,10827
27107,1167,3557
19153,1958,29922
16704,698,14342
29643,271,22032
21193,2616,5697
27691,1342,5442
11941,1020,21317
7261,82,11887
9009,488,2392
52878,285,2827
19723,2343,5112
1206,369,2857
59439,201,452
12660,152,3947
40373,2357,11407
35490,1615,6697
10377,390,667
32772,2875,3472
13081,2665,202
41149,908,9327
30674,1496,18217
9714,201,15157
58726,75,1622
38926,271,4027
20889,278,10387
34175,271,23927
50272,3666,2562
24503,3631,582
18244,1734,3447
11641,1832,8997
20759,1055,1302
36639,376,25442
17316,383,18902
44059,866,4082
9820,1440,2782
42764,278,1202
29398,12,907
5225,1468,8542
42382,383,7002
15784,4646,7342
16660,3505,4407
18480,404,2612
41288,1125,8767
2317,3337,592
48955,3715,3557
26130,1426,8402
14749,467,13172
12716,201,43882
32757,4128,967
15206,2798,4137
1135,2049,12122
2206,1321,452
13460,2721,7507
29225,964,2502
38571,1825,1262
55537,614,12907
3022,712,16092
39074,4282,1092
53627,404,11662
25736,747,2432
51815,271,5007
1083,306,12077
32124,1307,717
53917,75,14477
29849,712,10877
1177,3890,19022
24009,2168,1352
45050,460,5752
12537,1251,557
18357,2525,2012
14913,75,25262
12378,1300,2482
17051,124,15042
26635,1349,3322
18865,4674,527
56592,887,8852
96,3281,2342
49170,607,3267
39830,3190,16152
29586,565,47
22015,3918,29037
29355,1055,15692
58878,173,6277
3356,754,13547
18690,75,6982
33105,3302,12007
7811,1181,6402
55338,383,972
9762,1454,3762
59259,1097,1232
38707,530,15167
20139,1300,1277
11825,1097,1537
8951,1685,14377
371,3904,5967
32668,61,37362
35011,2427,35342
53989,1307,417
54750,82,4727
38164,1146,6672
43054,82,16112
12116,446,10552
50389,124,27352
13077,278,11737
59597,2497,4237
51659,614,10217
21834,418,7082
636,180,5582
17384,2343,522
53449,271,7942
26349,201,14132
48035,404,2032
17921,838,43502
10585,908,5222
58481,3792,2667
46198,1195,257
44121,3015,9042
13228,747,287
2910,2021,1497
50471,964,2222
21155,299,2452
3263,2553,30702
25216,285,24752
3649,4667,19342
57517,2231,24352
39081,712,722
15831,110,5442
9381,2133,642
7016,691,337
54295,1909,6267
24001,1111,6202
6680,481,7007
50935,2028,4752
36762,4408,5442
42590,1706,3912
13560,3855,5082
39807,1902,2037
4704,257,22182
48844,1692,442
49029,383,13817
36671,1426,4482
27723,586,17627
33233,1153,8507
53776,96,32617
42821,1048,4077
4544,1496,947
43443,1587,10532
55841,1146,7152
38366,383,2667
25014,2427,21147
22146,2301,3447
28111,425,1182
12898,2826,362
6474,3701,1802
43845,964,2627
8251,663,6827
51274,635,33877
10147,341,8357
26297,1713,40027
33345,2189,3587
16170,257,11687
23593,404,11192
21010,3582,3472
29117,3561,3307
47036,383,3377
4497,383,2517
16380,383,25337
48335,2161,6662
50306,383,16502
24760,1300,6287
29231,614,967
9963,173,8717
53961,103,7312
39916,152,1832
3206,278,17022
51286,4261,8822
33215,2287,2547
28502,313,42357
45631,782,1912
59420,1125,14317
45915,1748,1347
36678,2357,12857
57853,712,17792
48745,1615,12282
11417,4688,3307
40651,4408,5832
50042,12,5372
52822,2287,712
29316,544,2112
25770,418,5807
35185,1839,2077
41808,3897,8882
21816,698,12747
39972,3064,12012
36945,173,3612
33329,873,6742
13881,3925,2202
34845,320,10577
27012,3988,2082
2159,271,3627
51364,2406,9977
57630,614,422
33657,1706,8467
29088,873,7302
21643,1986,4072
17000,194,14752
9782,2539,16247
20030,89,4822
42504,1426,12857
14399,3302,2407
1159,1867,2617
45556,201,37577
37875,607,9437
38529,908,23422
45717,565,1832
5766,873,38662
29001,1153,7697
22383,873,15742
21645,3568,10242
35682,698,5807
53611,2462,2357
13723,82,9282
11164,2294,11807
42008,75,43872
53849,19,3057
59352,873,8157
12335,761,8362
52601,285,10947
1003,152,4642
2437,586,21667
34743,502,3462
16568,2441,11017
39045,1839,13817
55725,19,137
41873,964,377
3669,180,5917
52834,320,1982
37477,1762,6312
17148,705,3402
34093,2161,10822
3261,1202,13837
39782,1790,16477
22523,873,4107
19645,4114,1457
32875,383,102
3754,635,41867
27461,544,19742
22841,2007,1262
57075,82,19817
46168,873,10347
8284,1797,302
40152,306,13897
11822,810,27
44923,712,322
56796,474,2222
51497,3183,6642
32980,2014,22387
4020,2728,14992
31270,2231,39962
32218,922,8357
55739,747,3797
20123,1643,1277
13986,1419,1232
52139,2189,1037
754,12,7882
30727,208,41037
44744,2462,3912
37963,194,712
11717,2392,582
6150,1076,1777
54850,2868,1482
15756,3750,582
37920,1937,3477
52662,488,11057
5298,271,3222
43148,1146,10937
31694,306,537
50419,3428,3802
4523,439,5582
29628,1909,7157
24298,1832,9082
24585,537,7992
12831,3071,45022
26655,992,1202
55247,3925,2947
29872,3547,7987
43839,1832,3912
1671,1349,2992
59054,19,6097
37639,439,7207
4913,3225,1412
30507,75,12312
28485,313,2887
30058,2021,5612
26107,3428,4412
28972,1440,8362
58571,2658,15097
13671,180,777
12119,12,2587
15391,1692,11237
56695,1916,27402
44539,3001,3612
20617,313,1562
37091,873,6497
23202,635,6262
32339,495,4887
38116,845,18257
8036,2210,9552
2859,4387,5967
45675,2581,2462
17426,2021,3417
11502,1496,23977
18529,271,10812
58139,1405,6697
10913,537,3207
14720,2378,2297
40332,383,5707
6609,222,11557
37407,383,8397
24707,2357,7197
7807,614,4407
37444,327,7382
19822,754,152
12955,299,22827
15898,530,10897
50810,173,3057
4614,355,42867
26760,404,23547
38291,719,3367
22531,1041,6807
8733,2077,24272
50028,320,4027
10080,3127,11107
15257,4198,3337
17671,3071,8532
54334,1279,5107
8304,26,7362
38438,1279,582
21733,383,5107
48691,1111,14497
47059,2553,9997
41477,1167,17767
20931,264,5817
34438,82,26077
21739,495,927
57423,278,2442
30883,138,3762
10396,1559,35417
9235,1041,1097
35191,1328,1107
46540,4177,6912
10934,2021,14267
38150,1426,22212
41228,2077,582
27978,2259,2312
40017,3701,19812
39344,271,28287
31971,3442,427
6887,299,1837
48386,2350,942
50951,831,6787
15727,446,30112
52699,201,13617
19219,537,9692
47473,537,642
44165,1657,2182
39683,1097,4187
25687,747,8552
5406,4408,2357
51456,4135,10327
30225,1902,2392
26269,1251,1172
5419,3197,4137
21669,306,9272
46786,558,2707
19753,40,12102
34694,670,13997
11909,2189,16777
16895,1524,5587
39476,747,13912
7343,369,6777
12914,2133,1412
12298,754,6167
48960,404,41702
10165,733,102
43865,2287,122
43140,19,5912
3956,1146,1967
37497,404,5582
30123,1426,36307
22786,82,3077
16247,1055,8447
23071,327,15457
6229,565,3547
23670,782,9337
54187,1426,3067
23978,1552,2692
58925,3211,1107
54279,663,15657
43494,901,362
8946,761,7882
50473,747,10732
46901,3428,5442
33145,936,10737
16234,3190,4282
32007,2315,1092
1670,82,36387
44071,404,26222
54545,19,8112
59424,404,36637
44379,82,4822
43905,936,827
27718,754,1107
42120,1055,7927
26324,1517,34917
6821,1706,3217
7998,1398,5002
12931,3554,1202
43729,1174,8637
23432,89,3072
40612,1195,2227
47823,2077,2442
3088,481,14602
59338,2770,4517
54275,3057,40972
13830,82,40202
51330,1825,177
42774,1426,277
23439,873,2727
15556,1041,1012
56026,1790,3222
41123,2735,8722
14599,621,4582
9548,1132,8552
14763,1293,21787
22520,1804,16692
58545,1426,15937
58078,782,337
53932,425,632
37655,544,692
15734,3085,87
48003,502,1667
17308,2903,3307
7325,1566,6692
59133,3267,42
37912,4464,1007
37122,474,6882
2932,404,12282
52023,243,642
27903,831,1027
19588,425,12587
28668,4121,6062
7358,12,2942
44713,873,14147
34782,3617,2997
35507,82,1062
33437,698,10882
16131,264,18127
1590,1202,3292
58638,82,24177
52882,320,9532
37216,1636,8732
11132,747,4467
55440,621,952
5541,1391,967
28241,3757,927
26716,12,3172
494,1671,6777
10649,908,40947
36918,1216,24577
3192,404,11787
57198,3022,37597
20453,2798,9972
16460,271,522
42198,635,7567
50985,306,4982
42903,4401,3367
12228,2203,12937
50310,3043,1367
27168,3302,21497
46409,2077,2677
7048,278,217
15476,1713,332
39767,3547,9782
36112,2287,20852
52466,383,12572
51369,1125,2252
21491,1720,4257
20698,75,41672
57039,2098,1547
54097,222,1477
27043,3337,6407
37830,544,11947
27511,26,10027
32903,2049,2382
39523,831,2887
15562,1006,9082
28129,124,11607
59450,1006,4602
53789,2896,6882
24657,1958,2512
13717,19,2587
28084,82,9912
13476,1398,197
59978,747,792
56000,2644,7742
18981,264,4407
6804,383,7027
41069,565,1402
19559,3323,492
9986,145,18567
52628,2119,5777
29871,586,6882
40606,4429,39692
57182,1517,20472
2542,3561,4467
22311,2700,532
38527,2875,1402
34893,1524,13097
12646,369,302
46476,663,697
35885,89,2057
47822,1510,6242
21021,12,25832
45436,446,16912
31611,1013,6527
11488,2560,4937
4754,278,692
28303,572,472
16480,75,10507
51730,873,6387
14369,271,28837
48890,2189,4117
58833,1426,16572
7994,1237,38062
3023,110,6167
51509,530,21627
1518,3337,4122
49773,3841,23887
54123,817,12782
4150,3085,1402
42914,2399,122
6682,607,957
8472,502,4267
